NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,visibility_type,modifier_type,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,is_smelly
16.0,24.0,11.0,9,13.0,13.0,18.0,21,4.0,9.0,2,147,79,15.0,17.0,3.0,14.0,1.0,2,3,0.0,4,12.0,21.0,0.0,4,3.0,89,25,13.0,15.0,9.0,19,11,35,8.0,20.0,6.0,15.0,9.0,23.0,false
0.0,19.0,21.0,21,7.0,6.0,24.0,3,3.0,23.0,0,78,55,9.0,17.0,25.0,13.0,16.0,20,1,8.0,19,19.0,19.0,23.0,16,15.0,121,35,10.0,2.0,7.0,15,2,48,2.0,1.0,20.0,4.0,6.0,7.0,true
23.0,16.0,13.0,35,26.0,21.0,16.0,32,7.0,25.0,1,127,62,22.0,5.0,26.0,26.0,3.0,6,2,24.0,5,9.0,18.0,8.0,1,4.0,62,3,6.0,8.0,17.0,27,18,44,18.0,3.0,6.0,8.0,12.0,11.0,false
15.0,2.0,0.0,25,19.0,26.0,1.0,17,21.0,8.0,2,103,45,18.0,20.0,24.0,3.0,16.0,13,7,8.0,18,2.0,11.0,4.0,13,16.0,42,32,15.0,2.0,23.0,1,20,99,24.0,10.0,8.0,20.0,24.0,25.0,false
7.0,15.0,24.0,4,3.0,3.0,23.0,8,10.0,8.0,2,113,119,6.0,19.0,2.0,5.0,3.0,1,9,23.0,4,25.0,13.0,9.0,15,9.0,36,14,26.0,26.0,18.0,24,11,53,10.0,24.0,3.0,3.0,11.0,9.0,false
16.0,16.0,17.0,8,9.0,18.0,13.0,14,16.0,21.0,2,115,4,24.0,0.0,5.0,2.0,2.0,8,0,23.0,6,8.0,3.0,5.0,14,2.0,112,1,15.0,0.0,22.0,35,12,8,15.0,8.0,3.0,16.0,26.0,12.0,false
11.0,1.0,22.0,26,19.0,8.0,6.0,22,9.0,0.0,0,67,19,7.0,4.0,6.0,12.0,24.0,19,2,15.0,9,16.0,15.0,13.0,4,23.0,125,5,8.0,8.0,4.0,13,14,44,22.0,13.0,6.0,25.0,21.0,6.0,false
2.0,14.0,4.0,35,12.0,9.0,13.0,11,18.0,13.0,2,60,42,17.0,12.0,0.0,24.0,7.0,16,11,4.0,15,10.0,24.0,8.0,7,3.0,113,29,0.0,22.0,20.0,17,29,68,26.0,20.0,17.0,20.0,26.0,4.0,true
19.0,17.0,20.0,5,2.0,1.0,12.0,29,11.0,6.0,2,104,85,0.0,6.0,8.0,12.0,25.0,5,11,11.0,7,2.0,19.0,20.0,16,19.0,36,3,24.0,10.0,1.0,4,4,85,0.0,23.0,5.0,11.0,24.0,15.0,false
13.0,9.0,19.0,20,20.0,16.0,5.0,10,26.0,7.0,1,10,122,19.0,23.0,3.0,11.0,3.0,5,10,22.0,14,9.0,20.0,25.0,25,3.0,32,30,3.0,1.0,10.0,24,32,17,9.0,8.0,24.0,15.0,1.0,7.0,false
26.0,1.0,26.0,24,1.0,21.0,3.0,19,9.0,13.0,2,12,24,20.0,9.0,22.0,4.0,1.0,18,4,22.0,15,20.0,0.0,7.0,17,10.0,113,13,1.0,3.0,19.0,20,8,60,25.0,26.0,1.0,7.0,21.0,6.0,false
25.0,19.0,4.0,2,21.0,9.0,25.0,17,10.0,25.0,2,34,98,19.0,7.0,12.0,21.0,9.0,0,1,26.0,10,2.0,12.0,1.0,31,14.0,49,17,17.0,7.0,1.0,15,31,23,11.0,14.0,21.0,10.0,9.0,21.0,true
23.0,2.0,8.0,4,3.0,11.0,24.0,31,16.0,0.0,1,131,21,25.0,6.0,3.0,19.0,0.0,13,6,14.0,7,12.0,22.0,14.0,17,20.0,38,0,17.0,4.0,10.0,16,23,123,15.0,26.0,24.0,18.0,26.0,25.0,false
9.0,0.0,11.0,28,11.0,7.0,7.0,12,8.0,24.0,0,10,94,19.0,6.0,5.0,12.0,24.0,0,4,25.0,10,13.0,9.0,6.0,0,10.0,74,0,7.0,17.0,5.0,2,30,134,13.0,11.0,15.0,17.0,25.0,6.0,false
11.0,20.0,22.0,32,26.0,19.0,18.0,3,4.0,7.0,3,53,13,6.0,2.0,26.0,23.0,11.0,12,11,9.0,6,12.0,21.0,18.0,35,2.0,18,23,0.0,21.0,16.0,29,2,130,8.0,5.0,13.0,4.0,9.0,6.0,false
18.0,6.0,13.0,35,0.0,23.0,16.0,19,22.0,21.0,0,105,90,23.0,17.0,19.0,23.0,9.0,15,11,6.0,6,2.0,3.0,1.0,28,13.0,57,22,24.0,25.0,17.0,12,30,4,26.0,11.0,14.0,11.0,22.0,26.0,false
26.0,11.0,4.0,31,20.0,1.0,23.0,18,6.0,5.0,3,82,7,21.0,8.0,1.0,17.0,6.0,4,7,1.0,13,22.0,2.0,25.0,7,11.0,103,10,5.0,9.0,0.0,7,7,109,0.0,23.0,26.0,21.0,9.0,12.0,true
8.0,9.0,6.0,5,25.0,11.0,4.0,3,16.0,18.0,3,55,32,4.0,18.0,12.0,22.0,13.0,7,3,18.0,1,16.0,25.0,9.0,33,14.0,57,28,19.0,23.0,8.0,18,7,30,1.0,7.0,6.0,20.0,15.0,17.0,false
11.0,0.0,0.0,12,22.0,12.0,26.0,21,5.0,12.0,3,37,58,10.0,26.0,15.0,1.0,11.0,8,3,21.0,5,7.0,21.0,7.0,17,6.0,143,19,1.0,4.0,4.0,8,4,102,0.0,8.0,4.0,15.0,26.0,14.0,false
25.0,25.0,5.0,12,7.0,10.0,12.0,12,23.0,11.0,2,66,61,20.0,24.0,22.0,18.0,13.0,17,2,22.0,2,3.0,22.0,4.0,30,14.0,70,34,20.0,24.0,7.0,16,12,146,6.0,18.0,0.0,23.0,4.0,3.0,true
26.0,11.0,15.0,32,13.0,1.0,8.0,29,20.0,23.0,1,75,97,7.0,5.0,14.0,23.0,25.0,16,8,11.0,12,3.0,21.0,22.0,7,13.0,118,31,16.0,5.0,20.0,24,23,2,12.0,21.0,0.0,0.0,15.0,18.0,false
19.0,25.0,17.0,34,7.0,2.0,14.0,5,25.0,6.0,3,80,44,26.0,23.0,10.0,9.0,11.0,17,9,2.0,8,10.0,0.0,22.0,6,23.0,35,18,7.0,23.0,17.0,28,17,74,14.0,25.0,5.0,25.0,11.0,21.0,false
23.0,15.0,2.0,14,18.0,13.0,4.0,16,6.0,6.0,3,65,53,1.0,24.0,3.0,11.0,4.0,16,0,1.0,13,13.0,0.0,0.0,11,11.0,83,27,13.0,3.0,7.0,35,24,6,10.0,26.0,25.0,12.0,10.0,12.0,false
13.0,21.0,13.0,8,3.0,9.0,6.0,26,21.0,15.0,2,69,141,0.0,3.0,13.0,2.0,15.0,17,4,1.0,9,10.0,13.0,6.0,19,26.0,145,9,25.0,23.0,25.0,8,10,127,4.0,4.0,7.0,6.0,2.0,26.0,false
0.0,23.0,15.0,21,3.0,25.0,25.0,29,7.0,3.0,1,68,29,17.0,25.0,16.0,9.0,23.0,10,1,12.0,20,6.0,13.0,10.0,23,14.0,3,20,23.0,13.0,16.0,31,35,134,1.0,23.0,21.0,12.0,3.0,21.0,true
4.0,13.0,12.0,7,9.0,24.0,25.0,20,0.0,26.0,1,45,116,21.0,12.0,16.0,10.0,13.0,13,7,21.0,14,14.0,10.0,16.0,24,24.0,64,29,26.0,1.0,0.0,9,6,122,5.0,15.0,8.0,17.0,10.0,6.0,false
24.0,3.0,23.0,13,18.0,14.0,1.0,6,14.0,24.0,2,100,114,13.0,25.0,1.0,3.0,11.0,16,7,3.0,11,11.0,8.0,16.0,11,19.0,145,32,7.0,12.0,14.0,28,36,120,4.0,14.0,11.0,12.0,4.0,24.0,true
18.0,2.0,23.0,17,26.0,6.0,3.0,5,20.0,1.0,0,101,1,22.0,7.0,15.0,10.0,12.0,18,9,8.0,6,14.0,12.0,15.0,19,20.0,27,2,8.0,15.0,9.0,0,11,80,23.0,23.0,22.0,2.0,2.0,14.0,false
13.0,22.0,9.0,19,9.0,9.0,6.0,6,3.0,9.0,0,57,92,21.0,0.0,6.0,15.0,22.0,9,3,4.0,6,11.0,13.0,19.0,4,25.0,113,5,18.0,24.0,4.0,31,16,52,0.0,17.0,4.0,25.0,18.0,23.0,false
13.0,26.0,20.0,19,7.0,5.0,21.0,18,14.0,21.0,2,6,11,24.0,1.0,24.0,6.0,12.0,15,10,14.0,6,14.0,26.0,19.0,27,13.0,131,30,20.0,20.0,11.0,36,1,116,17.0,6.0,1.0,11.0,5.0,6.0,true
17.0,25.0,9.0,13,13.0,12.0,10.0,32,17.0,11.0,1,56,92,5.0,10.0,20.0,9.0,16.0,5,2,25.0,12,17.0,17.0,14.0,29,21.0,12,22,8.0,9.0,5.0,27,3,96,8.0,7.0,10.0,3.0,7.0,24.0,false
17.0,16.0,7.0,15,16.0,19.0,26.0,33,24.0,8.0,1,6,138,12.0,9.0,6.0,19.0,10.0,8,2,10.0,11,23.0,20.0,4.0,12,19.0,70,26,24.0,3.0,7.0,11,35,94,12.0,4.0,21.0,22.0,16.0,23.0,true
6.0,12.0,8.0,21,4.0,10.0,18.0,15,21.0,11.0,2,89,72,18.0,26.0,11.0,25.0,21.0,3,8,24.0,11,20.0,9.0,10.0,23,3.0,77,12,23.0,18.0,18.0,29,19,6,26.0,19.0,21.0,9.0,1.0,14.0,false
13.0,13.0,3.0,35,4.0,11.0,11.0,1,23.0,18.0,1,43,29,14.0,17.0,23.0,15.0,2.0,12,7,8.0,3,6.0,11.0,13.0,26,18.0,17,1,12.0,20.0,6.0,28,20,142,4.0,26.0,19.0,26.0,0.0,5.0,false
20.0,2.0,22.0,18,1.0,26.0,0.0,0,6.0,20.0,0,117,14,0.0,8.0,20.0,11.0,12.0,9,11,0.0,14,16.0,8.0,2.0,12,16.0,37,12,6.0,0.0,7.0,2,4,116,7.0,24.0,17.0,6.0,19.0,8.0,false
15.0,20.0,20.0,25,23.0,2.0,26.0,29,12.0,6.0,2,79,67,9.0,23.0,19.0,7.0,25.0,16,2,23.0,18,15.0,14.0,24.0,32,4.0,41,22,12.0,13.0,15.0,6,13,2,10.0,1.0,11.0,22.0,3.0,14.0,false
5.0,13.0,26.0,33,22.0,6.0,24.0,29,12.0,19.0,2,9,39,14.0,24.0,18.0,6.0,26.0,1,5,8.0,10,14.0,26.0,1.0,10,10.0,114,27,10.0,22.0,25.0,8,8,47,16.0,9.0,1.0,17.0,4.0,3.0,false
26.0,19.0,0.0,27,5.0,25.0,11.0,26,3.0,10.0,1,3,96,21.0,21.0,17.0,10.0,12.0,13,11,10.0,2,11.0,5.0,5.0,0,12.0,48,22,2.0,0.0,8.0,11,8,101,26.0,7.0,24.0,10.0,24.0,16.0,false
10.0,0.0,25.0,22,23.0,2.0,14.0,8,13.0,4.0,0,29,90,21.0,3.0,0.0,2.0,20.0,12,3,12.0,15,5.0,26.0,22.0,7,8.0,64,15,25.0,14.0,19.0,12,20,116,10.0,13.0,14.0,18.0,3.0,10.0,false
11.0,3.0,4.0,2,24.0,17.0,16.0,10,25.0,1.0,0,20,69,6.0,12.0,8.0,0.0,19.0,18,3,22.0,15,9.0,20.0,18.0,22,13.0,9,15,2.0,6.0,17.0,0,18,51,8.0,12.0,10.0,7.0,20.0,20.0,false
2.0,6.0,26.0,20,21.0,20.0,8.0,9,5.0,6.0,0,124,87,9.0,4.0,11.0,17.0,9.0,16,9,16.0,8,7.0,22.0,7.0,35,8.0,41,30,24.0,15.0,7.0,11,14,46,6.0,21.0,16.0,24.0,24.0,10.0,false
11.0,14.0,9.0,28,17.0,6.0,5.0,0,20.0,14.0,2,143,5,14.0,3.0,16.0,13.0,25.0,9,5,11.0,6,12.0,22.0,1.0,0,24.0,51,9,8.0,9.0,17.0,30,2,24,14.0,21.0,25.0,26.0,25.0,7.0,false
11.0,14.0,13.0,4,3.0,11.0,23.0,26,15.0,5.0,3,64,67,9.0,12.0,12.0,9.0,19.0,12,1,9.0,5,5.0,16.0,11.0,11,21.0,25,4,17.0,17.0,13.0,12,1,89,19.0,5.0,17.0,0.0,9.0,14.0,false
11.0,26.0,8.0,3,21.0,21.0,22.0,2,20.0,19.0,0,53,60,1.0,22.0,26.0,7.0,10.0,2,5,4.0,7,10.0,5.0,2.0,17,6.0,31,24,8.0,13.0,25.0,12,14,61,8.0,24.0,6.0,11.0,15.0,18.0,false
23.0,21.0,21.0,15,6.0,20.0,4.0,35,1.0,16.0,1,53,52,15.0,1.0,3.0,4.0,4.0,2,6,19.0,10,10.0,18.0,21.0,35,17.0,80,30,22.0,12.0,16.0,18,25,45,15.0,14.0,6.0,7.0,19.0,9.0,false
6.0,19.0,26.0,6,15.0,0.0,20.0,6,20.0,24.0,2,55,16,10.0,1.0,23.0,13.0,14.0,16,10,20.0,20,21.0,12.0,17.0,2,26.0,77,31,18.0,24.0,8.0,23,19,123,15.0,25.0,16.0,8.0,26.0,10.0,false
16.0,2.0,1.0,35,19.0,8.0,18.0,23,23.0,11.0,0,106,105,11.0,10.0,19.0,9.0,10.0,8,9,20.0,17,8.0,0.0,11.0,11,24.0,87,14,25.0,21.0,3.0,25,14,28,4.0,7.0,20.0,15.0,4.0,18.0,false
16.0,16.0,1.0,31,10.0,12.0,18.0,7,3.0,19.0,2,47,144,19.0,2.0,11.0,10.0,15.0,19,5,19.0,15,19.0,21.0,26.0,33,15.0,128,24,4.0,3.0,21.0,6,33,75,26.0,1.0,7.0,24.0,5.0,16.0,false
11.0,2.0,1.0,35,14.0,25.0,5.0,29,25.0,8.0,2,88,37,3.0,5.0,3.0,14.0,5.0,9,2,17.0,17,14.0,13.0,6.0,23,18.0,59,29,9.0,14.0,12.0,3,0,48,15.0,23.0,14.0,15.0,26.0,25.0,false
22.0,15.0,24.0,10,6.0,17.0,1.0,25,19.0,9.0,0,58,84,22.0,5.0,16.0,14.0,23.0,6,2,15.0,0,19.0,7.0,15.0,30,25.0,41,2,3.0,26.0,20.0,18,18,39,10.0,8.0,10.0,21.0,4.0,22.0,false
21.0,9.0,3.0,13,7.0,8.0,20.0,13,26.0,18.0,2,131,135,1.0,10.0,21.0,17.0,12.0,17,0,6.0,9,2.0,14.0,17.0,1,25.0,120,9,5.0,17.0,14.0,28,10,60,4.0,25.0,14.0,10.0,26.0,26.0,true
22.0,2.0,19.0,13,23.0,21.0,23.0,33,3.0,16.0,3,29,65,19.0,15.0,23.0,15.0,8.0,17,6,23.0,4,23.0,15.0,9.0,6,15.0,148,28,18.0,9.0,3.0,15,3,105,1.0,10.0,11.0,18.0,26.0,7.0,true
9.0,2.0,17.0,26,15.0,14.0,9.0,12,3.0,16.0,2,114,119,14.0,26.0,13.0,22.0,15.0,16,4,2.0,5,19.0,17.0,10.0,13,11.0,60,14,1.0,22.0,22.0,9,4,25,20.0,25.0,11.0,23.0,8.0,11.0,false
4.0,2.0,6.0,23,16.0,6.0,9.0,15,2.0,1.0,2,10,99,22.0,18.0,21.0,13.0,4.0,9,3,7.0,9,11.0,4.0,4.0,34,15.0,116,23,23.0,5.0,4.0,35,29,20,0.0,3.0,19.0,16.0,18.0,7.0,false
12.0,14.0,0.0,21,17.0,15.0,19.0,11,10.0,0.0,2,63,35,9.0,22.0,26.0,15.0,20.0,5,8,13.0,5,14.0,15.0,25.0,33,18.0,16,30,4.0,16.0,17.0,11,25,144,14.0,6.0,0.0,14.0,0.0,22.0,false
17.0,9.0,18.0,9,14.0,19.0,10.0,25,9.0,7.0,3,38,42,19.0,26.0,5.0,3.0,24.0,19,10,7.0,10,0.0,23.0,2.0,30,4.0,24,22,8.0,18.0,19.0,13,12,34,18.0,26.0,2.0,26.0,11.0,19.0,false
10.0,21.0,13.0,34,12.0,8.0,5.0,11,17.0,24.0,0,140,137,19.0,2.0,2.0,2.0,21.0,11,4,8.0,6,3.0,23.0,13.0,6,15.0,79,33,0.0,11.0,16.0,34,8,123,11.0,4.0,25.0,19.0,2.0,22.0,false
16.0,0.0,23.0,27,11.0,5.0,14.0,20,1.0,10.0,0,144,22,18.0,19.0,13.0,6.0,14.0,16,9,11.0,10,1.0,0.0,17.0,5,18.0,44,30,13.0,16.0,3.0,1,31,6,21.0,0.0,14.0,24.0,4.0,16.0,false
16.0,25.0,1.0,4,6.0,13.0,17.0,31,1.0,6.0,2,77,114,2.0,12.0,17.0,14.0,25.0,14,2,26.0,17,20.0,8.0,12.0,22,20.0,115,2,1.0,26.0,14.0,8,33,117,7.0,8.0,14.0,25.0,15.0,19.0,false
15.0,25.0,26.0,22,23.0,24.0,20.0,10,11.0,13.0,0,15,55,14.0,22.0,10.0,15.0,20.0,7,3,12.0,4,22.0,6.0,11.0,36,21.0,148,4,26.0,19.0,3.0,29,22,1,8.0,20.0,14.0,21.0,21.0,15.0,false
11.0,16.0,2.0,4,19.0,12.0,13.0,21,3.0,16.0,2,136,116,19.0,1.0,22.0,8.0,26.0,3,5,18.0,20,16.0,1.0,26.0,28,16.0,38,1,16.0,6.0,4.0,11,20,88,7.0,3.0,16.0,24.0,19.0,6.0,false
15.0,11.0,19.0,14,0.0,18.0,24.0,0,13.0,26.0,2,80,12,11.0,5.0,16.0,6.0,12.0,11,2,5.0,16,20.0,6.0,3.0,24,12.0,117,12,11.0,20.0,17.0,8,24,126,9.0,11.0,23.0,3.0,13.0,15.0,false
1.0,2.0,2.0,1,22.0,10.0,17.0,12,11.0,17.0,3,140,126,25.0,3.0,13.0,26.0,12.0,18,6,19.0,17,6.0,23.0,9.0,14,6.0,29,16,25.0,18.0,26.0,8,30,90,20.0,16.0,15.0,8.0,5.0,15.0,false
24.0,23.0,2.0,1,16.0,21.0,0.0,30,12.0,25.0,2,125,55,5.0,10.0,3.0,7.0,23.0,4,5,0.0,18,11.0,18.0,12.0,31,3.0,96,2,24.0,17.0,2.0,36,26,116,9.0,6.0,23.0,23.0,3.0,18.0,true
23.0,25.0,24.0,14,20.0,2.0,23.0,20,18.0,11.0,3,51,9,0.0,3.0,21.0,26.0,2.0,9,7,15.0,10,13.0,2.0,18.0,11,26.0,121,24,25.0,0.0,13.0,8,36,119,19.0,14.0,6.0,15.0,22.0,22.0,false
10.0,13.0,14.0,11,23.0,13.0,1.0,12,10.0,19.0,2,120,29,23.0,25.0,11.0,1.0,0.0,9,9,4.0,13,5.0,12.0,18.0,1,7.0,36,31,23.0,0.0,25.0,31,22,56,15.0,4.0,12.0,9.0,13.0,16.0,false
16.0,20.0,0.0,26,5.0,11.0,8.0,5,1.0,24.0,1,133,86,14.0,18.0,13.0,12.0,7.0,18,10,4.0,9,18.0,23.0,17.0,8,26.0,111,35,5.0,1.0,1.0,10,25,108,4.0,13.0,4.0,16.0,6.0,14.0,true
15.0,1.0,19.0,19,5.0,25.0,19.0,6,10.0,9.0,1,128,2,4.0,9.0,15.0,11.0,8.0,19,6,26.0,9,24.0,6.0,24.0,31,2.0,98,5,1.0,22.0,11.0,8,14,116,9.0,8.0,2.0,19.0,2.0,23.0,false
20.0,2.0,11.0,18,1.0,12.0,13.0,31,24.0,6.0,0,134,128,19.0,14.0,23.0,20.0,21.0,13,3,14.0,11,2.0,0.0,8.0,35,15.0,15,6,6.0,16.0,0.0,36,26,33,21.0,4.0,7.0,5.0,24.0,10.0,true
20.0,10.0,9.0,18,18.0,23.0,23.0,0,14.0,23.0,1,2,107,18.0,4.0,1.0,21.0,24.0,5,6,1.0,19,11.0,3.0,6.0,19,7.0,42,8,12.0,22.0,12.0,29,36,40,25.0,9.0,0.0,22.0,22.0,22.0,false
17.0,1.0,0.0,6,25.0,25.0,22.0,7,5.0,4.0,3,138,13,14.0,4.0,19.0,6.0,0.0,20,1,18.0,9,22.0,18.0,3.0,1,9.0,107,24,12.0,16.0,2.0,1,13,105,16.0,18.0,13.0,18.0,26.0,21.0,false
20.0,19.0,13.0,10,10.0,17.0,24.0,27,19.0,11.0,2,90,138,1.0,8.0,10.0,26.0,2.0,4,10,3.0,15,3.0,14.0,10.0,33,25.0,79,2,25.0,20.0,22.0,22,16,140,13.0,10.0,20.0,23.0,6.0,20.0,false
15.0,8.0,13.0,36,1.0,6.0,20.0,9,22.0,6.0,3,52,141,0.0,3.0,24.0,23.0,19.0,10,7,0.0,19,25.0,24.0,26.0,8,1.0,73,36,2.0,14.0,23.0,12,3,102,20.0,23.0,12.0,20.0,14.0,11.0,false
10.0,19.0,15.0,32,3.0,10.0,15.0,31,26.0,0.0,1,84,85,23.0,4.0,18.0,18.0,19.0,20,2,15.0,11,4.0,6.0,13.0,7,4.0,77,12,15.0,16.0,10.0,18,20,80,26.0,15.0,15.0,15.0,2.0,6.0,false
20.0,8.0,8.0,31,0.0,1.0,20.0,22,13.0,3.0,2,118,94,10.0,15.0,8.0,2.0,1.0,18,0,7.0,14,2.0,6.0,9.0,3,15.0,84,36,10.0,4.0,9.0,31,5,90,26.0,9.0,18.0,26.0,2.0,6.0,true
22.0,11.0,15.0,7,20.0,5.0,16.0,25,1.0,10.0,3,36,13,3.0,26.0,10.0,7.0,5.0,10,5,21.0,9,17.0,6.0,17.0,16,6.0,20,31,14.0,6.0,21.0,6,27,6,21.0,23.0,26.0,14.0,12.0,10.0,false
10.0,22.0,9.0,36,17.0,14.0,4.0,20,20.0,6.0,3,73,87,21.0,26.0,20.0,22.0,4.0,3,9,17.0,7,5.0,26.0,20.0,21,3.0,59,15,20.0,3.0,20.0,22,0,34,26.0,8.0,23.0,11.0,13.0,10.0,false
20.0,24.0,10.0,33,23.0,7.0,26.0,23,3.0,20.0,0,147,111,19.0,2.0,17.0,24.0,19.0,5,1,1.0,15,18.0,1.0,4.0,15,17.0,28,18,10.0,3.0,0.0,0,22,56,5.0,25.0,1.0,14.0,7.0,15.0,false
22.0,21.0,18.0,30,9.0,4.0,1.0,36,12.0,21.0,1,126,91,1.0,21.0,7.0,19.0,23.0,20,7,3.0,20,22.0,14.0,5.0,20,1.0,93,6,10.0,11.0,0.0,13,19,126,16.0,19.0,8.0,6.0,11.0,20.0,false
20.0,1.0,13.0,19,3.0,13.0,1.0,27,2.0,9.0,0,54,26,19.0,17.0,22.0,25.0,9.0,6,5,11.0,1,15.0,3.0,19.0,13,25.0,128,26,6.0,15.0,18.0,19,22,48,1.0,0.0,21.0,12.0,14.0,23.0,false
22.0,2.0,25.0,29,13.0,3.0,14.0,14,21.0,11.0,3,37,71,9.0,7.0,22.0,2.0,17.0,11,9,18.0,18,24.0,14.0,3.0,27,21.0,42,13,9.0,26.0,21.0,22,32,97,2.0,10.0,19.0,7.0,1.0,1.0,true
14.0,24.0,7.0,11,14.0,10.0,18.0,5,15.0,26.0,0,64,69,4.0,12.0,16.0,8.0,8.0,1,7,12.0,1,25.0,19.0,6.0,22,20.0,40,9,6.0,5.0,23.0,5,0,144,17.0,1.0,26.0,14.0,0.0,22.0,true
12.0,5.0,1.0,0,14.0,6.0,18.0,20,26.0,20.0,2,2,97,13.0,9.0,20.0,20.0,17.0,4,1,13.0,19,5.0,6.0,18.0,8,15.0,16,23,15.0,10.0,23.0,31,23,90,15.0,2.0,13.0,11.0,15.0,11.0,false
16.0,24.0,7.0,7,7.0,12.0,9.0,24,0.0,21.0,2,14,56,17.0,17.0,21.0,24.0,2.0,13,5,25.0,0,16.0,16.0,24.0,22,2.0,146,31,8.0,16.0,24.0,36,35,13,13.0,22.0,15.0,7.0,20.0,4.0,false
19.0,23.0,10.0,28,7.0,16.0,15.0,22,11.0,8.0,2,146,54,3.0,1.0,23.0,22.0,15.0,19,2,3.0,13,13.0,11.0,14.0,29,19.0,35,29,1.0,2.0,20.0,27,34,4,1.0,22.0,5.0,21.0,10.0,0.0,false
7.0,5.0,15.0,15,19.0,25.0,0.0,22,15.0,18.0,3,60,112,16.0,23.0,3.0,23.0,21.0,9,2,26.0,7,18.0,20.0,11.0,32,6.0,139,32,1.0,6.0,26.0,0,14,97,22.0,22.0,4.0,5.0,9.0,21.0,false
8.0,11.0,17.0,6,7.0,4.0,4.0,28,23.0,22.0,0,81,131,2.0,13.0,8.0,18.0,3.0,7,0,19.0,1,25.0,2.0,19.0,27,13.0,35,3,0.0,14.0,1.0,34,21,36,8.0,23.0,18.0,12.0,3.0,8.0,true
4.0,14.0,17.0,31,12.0,11.0,14.0,32,26.0,24.0,2,13,118,2.0,15.0,17.0,0.0,4.0,11,7,17.0,5,15.0,26.0,3.0,11,12.0,102,26,0.0,18.0,3.0,9,16,139,8.0,21.0,6.0,4.0,18.0,21.0,true
13.0,1.0,21.0,3,15.0,21.0,11.0,9,10.0,4.0,0,144,146,4.0,20.0,1.0,16.0,17.0,19,8,26.0,12,1.0,0.0,14.0,25,5.0,84,28,11.0,5.0,9.0,2,16,115,5.0,7.0,4.0,3.0,11.0,23.0,false
14.0,26.0,20.0,3,3.0,9.0,18.0,21,20.0,22.0,3,53,121,5.0,15.0,10.0,0.0,13.0,14,9,5.0,1,15.0,10.0,0.0,33,13.0,120,28,17.0,21.0,0.0,31,1,64,26.0,15.0,13.0,8.0,8.0,16.0,false
12.0,24.0,12.0,14,24.0,0.0,21.0,24,11.0,3.0,2,113,68,11.0,7.0,3.0,9.0,7.0,15,10,18.0,15,14.0,22.0,23.0,5,26.0,68,34,2.0,26.0,0.0,35,30,147,26.0,14.0,12.0,10.0,21.0,15.0,false
14.0,19.0,17.0,2,4.0,2.0,19.0,10,10.0,20.0,1,58,82,5.0,2.0,15.0,0.0,13.0,3,4,9.0,16,21.0,4.0,9.0,14,23.0,73,16,4.0,24.0,14.0,0,33,35,3.0,10.0,8.0,2.0,24.0,0.0,false
18.0,25.0,0.0,0,21.0,3.0,11.0,9,7.0,19.0,3,37,111,21.0,3.0,5.0,25.0,4.0,12,5,20.0,7,5.0,21.0,3.0,9,1.0,49,9,13.0,24.0,10.0,10,11,5,9.0,6.0,10.0,2.0,7.0,22.0,false
24.0,22.0,11.0,4,24.0,6.0,18.0,4,16.0,1.0,3,21,131,2.0,1.0,18.0,10.0,8.0,0,8,6.0,4,5.0,17.0,7.0,19,9.0,49,23,8.0,5.0,14.0,10,1,39,0.0,24.0,11.0,25.0,5.0,8.0,false
11.0,7.0,1.0,15,3.0,1.0,2.0,33,17.0,20.0,0,13,35,12.0,7.0,23.0,6.0,24.0,12,8,18.0,16,23.0,13.0,8.0,33,0.0,92,35,10.0,4.0,0.0,35,8,31,9.0,10.0,23.0,22.0,10.0,17.0,false
13.0,13.0,19.0,5,13.0,3.0,25.0,21,5.0,2.0,2,72,102,9.0,19.0,23.0,0.0,1.0,1,6,6.0,15,0.0,16.0,22.0,19,17.0,53,14,20.0,26.0,18.0,15,10,39,8.0,20.0,3.0,14.0,13.0,12.0,false
20.0,0.0,25.0,12,18.0,11.0,5.0,15,15.0,24.0,2,112,129,22.0,12.0,25.0,20.0,24.0,7,7,20.0,0,17.0,15.0,19.0,34,18.0,61,8,12.0,15.0,22.0,26,16,3,20.0,9.0,11.0,7.0,9.0,16.0,false
13.0,25.0,19.0,2,1.0,0.0,18.0,16,24.0,6.0,3,106,6,9.0,18.0,16.0,16.0,18.0,15,4,26.0,6,2.0,6.0,1.0,12,6.0,115,4,14.0,24.0,24.0,16,6,23,9.0,0.0,24.0,3.0,5.0,15.0,false
21.0,11.0,8.0,31,19.0,18.0,15.0,34,12.0,6.0,1,52,1,2.0,2.0,19.0,4.0,3.0,12,2,24.0,14,24.0,5.0,0.0,16,14.0,125,31,26.0,24.0,0.0,5,4,101,26.0,13.0,18.0,1.0,18.0,12.0,true
